Report_ID,Company,Mine_Site,Report_Date,Shift_Covered,HPI_Reported,Number_of_HPIs,Dominant_Incident_Type,Max_Severity_Level,Primary_Location,Dominant_Causal_Factor,Dominant_Root_Cause,Daily_Production_tons,Major_Equipment_Involved,Equipment_Availability_pct,Geological_Condition,Seismic_Activity,Weather,Dominant_Task,Worker_Category_Most_Affected,Workforce_Size,Overtime_Hours,Year,Environmental_Risk_Score,Task_Complexity_Score,Month,Day_of_Week,Is_Weekend,Quarter,Severity_Score,Days_Since_Last_Incident,Weather_Risk_Score,Equipment_Age_Risk,Worker_Training_Level,Training_Risk_Score,Shift_Risk_Score,Composite_Risk_Score,Location_Incident_Count,Days_Since_Last_Same_Location,Season,Equipment_Risk_Score,Task_Shift_Risk,Previous_Incident_Exposure,Weather_Task_Risk,Composite_Safety_Index,Risk_Category
IN-09-04-2021-010,AngloGold Ashanti,Tarkwa,4/9/2021,Night,No,0,Fall of Ground,High Potential,Process Plant,Human Error,Human Behaviour,37409,Truck,68.8,Stable,Moderate,High Dust,Maintenance,Mechanic,617,39,2021,1,4,4,4,0,2,2,0.049448671,,3,Intermediate,3,4,,171,255,Minor Rainy Season,2,4,1,3,64.54051603,High Risk
IN-22-04-2021-010,Gold Fields,Tarkwa,4/22/2021,Day,No,0,Fire,Critical Potential,Process Plant,Human Error,Procedural Failure,42148,Excavator,85.9,Moderate Fracturing,Moderate,Clear,Lifting,Driver,888,42,2021,3,3,4,3,0,2,3,8.021197395,1,3,Basic,4,2,2.75,171,13,Minor Rainy Season,4,3,1,1,66.15888945,High Risk
IN-01-05-2021-010,AngloGold Ashanti,Obuasi,5/1/2021,Night,No,0,Equipment,High Potential,Process Plant,Human Error,Equipment Failure,23088,,92.6,Stable,High,Clear,Equipment Operation,Welder,206,39,2021,1,4,5,5,1,2,2,3.231880025,1,5,Basic,4,4,2.25,171,9,Minor Rainy Season,2,4,1,1,57.51263414,High Risk
IN-04-05-2021-010,Newmont,Ahafo,5/4/2021,Night,Yes,1,Electrical,Low,Process Plant,Unsafe Driving,Human Behaviour,29557,Truck,68.6,Stable,Moderate,Clear,Maintenance,Supervisor,260,44,2021,1,4,5,1,0,2,0,0.161370348,1,3,Intermediate,3,4,1.5,171,3,Minor Rainy Season,2,4,1,1,33.55237489,Medium Risk
IN-19-05-2021-010,Gold Fields,Ahafo,5/19/2021,Day,No,0,Vehicle,High Potential,Process Plant,Human Error,Environmental Condition,40488,Loader,90.6,Moderate Fracturing,Low,Clear,Driving,Driver,1172,37,2021,2,2,5,2,0,2,2,0.94068861,1,3,Intermediate,3,2,1.95,171,15,Minor Rainy Season,2,1,1,1,23.96025925,Low Risk
IN-24-05-2021-010,Gold Fields,Ahafo,5/24/2021,Day,Yes,1,Electrical,Medium,Process Plant,Design / Layout Deficiency,Environmental Condition,20934,,92.4,Moderate Fracturing,Low,Clear,Maintenance,Driver,952,5,2021,1,4,5,0,0,2,1,10.22409213,1,2,Advanced,2,2,1.6,171,5,Minor Rainy Season,2,3,1,1,32.7685819,Medium Risk
IN-02-06-2021-010,Newmont,Ahafo,6/2/2021,Day,Yes,1,Electrical,Critical Potential,Process Plant,Unsafe Driving,Environmental Condition,34052,Truck,86.9,Highly Fractured,Low,Clear,Driving,Welder,265,22,2021,1,2,6,2,0,2,3,12.01790718,1,5,Basic,4,2,2.1,171,9,Major Rainy Season,2,1,1,1,35.94038888,Medium Risk
IN-05-06-2021-010,AngloGold Ashanti,Tarkwa,6/5/2021,Day,Yes,1,Fire,Critical Potential,Process Plant,Inadequate Supervision,Procedural Failure,14847,Crusher,79.7,Highly Fractured,Moderate,Clear,Welding,Welder,1081,19,2021,3,5,6,5,1,2,3,12.20168663,1,2,Advanced,2,2,2.95,171,3,Major Rainy Season,2,3,1,1,62.94074231,High Risk
IN-06-06-2021-010,Newmont,Ahafo,6/6/2021,Day,No,0,Vehicle,Low,Process Plant,Environmental Conditions,Human Behaviour,32208,,83.7,Stable,Low,Rain,Lifting,Mechanic,653,25,2021,2,3,6,6,1,2,0,0.478503873,4,3,Basic,4,2,1.75,171,1,Major Rainy Season,2,3,1,1,23.22993676,Low Risk
IN-07-06-2021-010,Newmont,Tarkwa,6/7/2021,Night,No,0,Fall of Ground,Critical Potential,Process Plant,Human Error,Training Deficiency,13636,Loader,95.3,Moderate Fracturing,Moderate,Rain,Welding,Operator,758,25,2021,1,5,6,0,0,2,3,11.51918011,4,3,Advanced,2,4,2.95,171,1,Major Rainy Season,2,4,1,1,84.35805055,Critical Risk
IN-08-06-2021-010,Gold Fields,Tarkwa,6/8/2021,Night,Yes,1,Fall of Ground,Medium,Process Plant,Unsafe Driving,Equipment Failure,27612,Loader,96.4,Moderate Fracturing,Low,Clear,Maintenance,Driver,211,37,2021,1,4,6,1,0,2,1,3.542228459,1,5,Advanced,2,4,1.8,171,1,Major Rainy Season,2,4,1,1,45.53250452,Medium Risk
IN-11-06-2021-010,Gold Fields,Ahafo,6/11/2021,Night,Yes,1,Fall of Ground,Medium,Process Plant,Design / Layout Deficiency,Training Deficiency,41487,Truck,66,Stable,Moderate,Rain,Equipment Operation,Supervisor,503,0,2021,1,4,6,4,0,2,1,3.964436097,4,3,Basic,4,4,2.2,171,3,Major Rainy Season,2,4,1,3,64.09823391,High Risk
IN-01-07-2021-010,Newmont,Damang,7/1/2021,Day,Yes,1,Electrical,Medium,Process Plant,Human Error,Human Behaviour,40585,Excavator,72.9,Stable,Low,Clear,Maintenance,Welder,665,33,2021,1,4,7,3,0,3,1,0.632946195,1,4,Intermediate,3,2,1.65,171,20,Major Rainy Season,4,3,1,1,48.41053135,Medium Risk
IN-02-07-2021-010,AngloGold Ashanti,Obuasi,7/2/2021,Day,No,0,Fall of Ground,High Potential,Process Plant,Human Error,Environmental Condition,28563,Crusher,75.3,Moderate Fracturing,Moderate,Clear,Welding,Mechanic,453,5,2021,1,5,7,4,0,3,2,4.524542271,1,2,Intermediate,3,2,2.15,171,1,Major Rainy Season,2,3,1,1,50.96061268,High Risk
IN-21-07-2021-010,Gold Fields,Tarkwa,7/21/2021,Night,Yes,1,Fall of Ground,Critical Potential,Process Plant,Unsafe Driving,Procedural Failure,34371,Excavator,84.9,Moderate Fracturing,Low,Clear,Lifting,Supervisor,552,24,2021,1,3,7,2,0,3,3,1.818105189,1,2,Intermediate,3,4,2.4,171,19,Major Rainy Season,4,4,1,1,78.92281206,Critical Risk
IN-05-08-2021-010,AngloGold Ashanti,Tarkwa,8/5/2021,Day,Yes,1,Vehicle,Medium,Process Plant,Lack of Risk Assessment,Human Behaviour,33082,Excavator,65.4,Stable,Low,Clear,Lifting,Mechanic,635,18,2021,2,3,8,3,0,3,1,2.894402286,1,4,Intermediate,3,2,1.75,171,15,Major Rainy Season,4,3,1,1,42.1986302,Medium Risk
IN-10-08-2021-010,Newmont,Damang,8/10/2021,Day,Yes,1,Chemical,Medium,Process Plant,Human Error,Human Behaviour,35508,Crusher,66.1,Moderate Fracturing,High,Clear,Lifting,Operator,1128,34,2021,4,3,8,1,0,3,1,5.690294076,1,3,Intermediate,3,2,2.25,171,5,Major Rainy Season,2,3,1,1,26.55668075,Low Risk
IN-04-09-2021-010,Gold Fields,Obuasi,9/4/2021,Night,Yes,1,Chemical,Medium,Process Plant,Lack of Risk Assessment,Environmental Condition,20149,Truck,78.8,Highly Fractured,Low,Rain,Maintenance,Welder,1123,7,2021,4,4,9,5,1,3,1,1.915961455,4,2,Intermediate,3,4,2.9,171,25,Transition Season,2,4,1,1,54.18589015,High Risk
IN-02-10-2021-010,Newmont,Damang,10/2/2021,Day,Yes,1,Vehicle,Low,Process Plant,Environmental Conditions,Training Deficiency,31512,,80.6,Moderate Fracturing,High,Clear,Maintenance,Driver,640,2,2021,2,4,10,5,1,4,0,5.96940997,1,4,Intermediate,3,2,1.55,171,28,Transition Season,2,3,1,1,20.78845228,Low Risk
IN-02-10-2021-010,Gold Fields,Ahafo,10/2/2021,Day,Yes,1,Equipment,Medium,Process Plant,Poor Maintenance,Human Behaviour,21766,Crusher,72.8,Highly Fractured,Low,Clear,Lifting,Supervisor,682,22,2021,1,3,10,5,1,4,1,0.845017774,1,4,Basic,4,2,1.55,171,0,Transition Season,2,3,1,1,26.55668075,Low Risk
IN-09-10-2021-010,Newmont,Obuasi,10/9/2021,Night,Yes,1,Vehicle,Low,Process Plant,Unsafe Driving,Human Behaviour,40634,Excavator,81.7,Stable,Low,Rain,Equipment Operation,Mechanic,532,42,2021,2,4,10,5,1,4,0,4.702347489,4,3,Basic,4,4,2.1,171,7,Transition Season,4,4,1,3,67.76005374,High Risk
IN-11-10-2021-010,AngloGold Ashanti,Ahafo,10/11/2021,Day,Yes,1,Vehicle,Medium,Process Plant,Unsafe Driving,Environmental Condition,37762,Crusher,93.9,Moderate Fracturing,Moderate,Rain,Driving,Supervisor,261,32,2021,2,2,10,0,0,4,1,1.128068935,4,3,Basic,4,2,1.95,171,2,Transition Season,2,1,1,3,30.54585902,Medium Risk
IN-13-10-2021-010,Gold Fields,Tarkwa,10/13/2021,Day,No,0,Fall of Ground,Medium,Process Plant,Unsafe Driving,Procedural Failure,22154,Crusher,86,Stable,High,Clear,Maintenance,Driver,1136,9,2021,1,4,10,2,0,4,1,2.730639764,1,3,Advanced,2,2,1.6,171,2,Transition Season,2,3,1,1,32.7685819,Medium Risk
IN-15-10-2021-010,Gold Fields,Obuasi,10/15/2021,Day,Yes,1,Electrical,Low,Process Plant,Human Error,Procedural Failure,12461,Crusher,77.8,Highly Fractured,Low,Rain,Driving,Supervisor,1197,42,2021,1,2,10,4,0,4,0,7.683402794,4,5,Intermediate,3,2,1.3,171,2,Transition Season,2,1,1,3,18.5657294,Low Risk
IN-22-10-2021-010,Newmont,Obuasi,10/22/2021,Night,No,0,Fire,Critical Potential,Process Plant,Human Error,Environmental Condition,6960,Loader,96.2,Stable,High,Clear,Lifting,Welder,1019,44,2021,3,3,10,4,0,4,3,8.138490163,1,4,Basic,4,4,2.95,171,7,Transition Season,2,4,1,1,63.28086262,High Risk
IN-24-10-2021-010,Gold Fields,Obuasi,10/24/2021,Day,No,0,Equipment,Medium,Process Plant,Unsafe Driving,Equipment Failure,41593,Truck,93.6,Moderate Fracturing,Low,Clear,Lifting,Supervisor,362,35,2021,1,3,10,6,1,4,1,3.214832962,1,3,Basic,4,2,1.55,171,2,Transition Season,2,3,1,1,26.55668075,Low Risk
IN-10-11-2021-010,Gold Fields,Obuasi,11/10/2021,Day,Yes,1,Electrical,Medium,Process Plant,Lack of Risk Assessment,Environmental Condition,42261,Loader,66,Highly Fractured,Low,Clear,Lifting,Supervisor,370,9,2021,1,3,11,2,0,4,1,4.403097405,1,4,Basic,4,2,1.55,171,17,Transition Season,2,3,1,1,26.55668075,Low Risk
IN-22-11-2021-010,Gold Fields,Tarkwa,11/22/2021,Day,Yes,1,Electrical,Low,Process Plant,Environmental Conditions,Procedural Failure,27173,,66.1,Highly Fractured,Low,Rain,Driving,Operator,209,13,2021,1,2,11,0,0,4,0,0.123127814,4,3,Intermediate,3,2,1.3,171,12,Transition Season,2,1,1,3,18.5657294,Low Risk
IN-04-12-2021-010,Newmont,Damang,12/4/2021,Day,No,0,Vehicle,Medium,Process Plant,Unsafe Driving,Equipment Failure,41435,Loader,90.5,Moderate Fracturing,Moderate,Fog,Lifting,Supervisor,1187,12,2021,2,3,12,5,1,4,1,6.976295706,2,2,Intermediate,3,2,1.85,171,12,Dry Season,2,3,1,1,29.44114263,Low Risk
IN-05-12-2021-010,Gold Fields,Obuasi,12/5/2021,Day,Yes,1,Electrical,Low,Process Plant,Lack of Risk Assessment,Human Behaviour,8832,Crusher,82.2,Stable,Moderate,Clear,Welding,Supervisor,411,22,2021,1,5,12,6,1,4,0,2.543997781,1,3,Advanced,2,2,1.4,171,1,Dry Season,2,3,1,1,27.00035343,Low Risk
IN-08-12-2021-010,Newmont,Obuasi,12/8/2021,Day,Yes,1,Equipment,High Potential,Process Plant,Environmental Conditions,Procedural Failure,33399,Excavator,91.2,Highly Fractured,Low,Rain,Driving,Welder,1066,2,2021,1,2,12,2,0,4,2,1.476706753,4,2,Basic,4,2,2.05,171,3,Dry Season,4,1,1,3,58.16793809,High Risk
IN-04-01-2022-010,AngloGold Ashanti,Tarkwa,1/4/2022,Night,No,0,Fall of Ground,Medium,Process Plant,Design / Layout Deficiency,Training Deficiency,37934,,93.4,Stable,Low,Clear,Driving,Supervisor,781,0,2022,1,2,1,1,0,1,1,2.921148555,1,3,Intermediate,3,4,1.55,171,27,Dry Season,2,2,1,1,24.74405224,Low Risk
IN-12-01-2022-010,Gold Fields,Obuasi,1/12/2022,Night,Yes,1,Electrical,Low,Process Plant,Human Error,Equipment Failure,14689,Crusher,90.9,Moderate Fracturing,Low,Rain,Equipment Operation,Operator,1000,2,2022,1,4,1,2,0,1,0,3.150180931,4,4,Basic,4,4,1.85,171,8,Dry Season,2,4,1,3,52.11810429,High Risk
IN-17-01-2022-010,AngloGold Ashanti,Tarkwa,1/17/2022,Night,Yes,1,Vehicle,Critical Potential,Process Plant,Poor Maintenance,Training Deficiency,17855,Excavator,80,Stable,Moderate,Rain,Maintenance,Welder,825,5,2022,2,4,1,0,0,1,3,7.164920958,4,3,Intermediate,3,4,3.1,171,5,Dry Season,4,4,1,1,93.78809885,Critical Risk
IN-02-02-2022-010,Gold Fields,Damang,2/2/2022,Night,No,0,Vehicle,High Potential,Process Plant,Inadequate Supervision,Training Deficiency,39660,,76.6,Moderate Fracturing,Moderate,Clear,Equipment Operation,Welder,740,8,2022,2,4,2,2,0,1,2,8.663568625,1,4,Basic,4,4,2.5,171,16,Dry Season,2,4,1,1,57.51263414,High Risk
IN-07-02-2022-010,Gold Fields,Obuasi,2/7/2022,Day,No,0,Fire,Medium,Process Plant,Environmental Conditions,Human Behaviour,26133,Loader,65.6,Stable,Moderate,Rain,Lifting,Welder,421,9,2022,3,3,2,0,0,1,1,3.203239051,4,2,Intermediate,3,2,2.3,171,5,Dry Season,2,3,1,1,35.21006638,Medium Risk
IN-12-02-2022-010,Gold Fields,Obuasi,2/12/2022,Night,Yes,1,Equipment,Low,Process Plant,Unsafe Driving,Human Behaviour,32886,,78.6,Moderate Fracturing,Low,Clear,Welding,Driver,446,4,2022,1,5,2,5,1,1,0,5.830472949,1,4,Intermediate,3,4,1.65,171,5,Dry Season,2,4,1,1,39.76427605,Medium Risk
IN-24-02-2022-010,Gold Fields,Ahafo,2/24/2022,Night,Yes,1,Electrical,Low,Process Plant,Environmental Conditions,Procedural Failure,40010,Loader,78.6,Moderate Fracturing,Low,Clear,Equipment Operation,Supervisor,957,18,2022,1,4,2,3,0,1,0,5.265239803,1,3,Intermediate,3,4,1.5,171,12,Dry Season,2,4,1,1,33.55237489,Medium Risk
IN-26-02-2022-010,Gold Fields,Damang,2/26/2022,Day,Yes,1,Vehicle,High Potential,Process Plant,Lack of Risk Assessment,Procedural Failure,38272,Truck,81,Highly Fractured,Low,Clear,Welding,Mechanic,858,28,2022,2,5,2,5,1,1,2,3.141851457,1,4,Advanced,2,2,2.35,171,2,Dry Season,2,3,1,1,50.96061268,High Risk
IN-03-03-2022-010,Gold Fields,Ahafo,3/3/2022,Day,Yes,1,Chemical,Medium,Process Plant,Human Error,Training Deficiency,37703,Loader,70.8,Stable,Low,High Dust,Driving,Mechanic,659,44,2022,4,2,3,3,0,1,1,2.134285636,,5,Intermediate,3,2,,171,5,Minor Rainy Season,2,1,1,3,19.00801151,Low Risk
IN-25-03-2022-010,Newmont,Obuasi,3/25/2022,Day,Yes,1,Equipment,High Potential,Process Plant,Human Error,Training Deficiency,14486,,97.7,Stable,High,Clear,Welding,Operator,1044,33,2022,1,5,3,4,0,1,2,3.757163199,1,4,Intermediate,3,2,2.15,171,22,Minor Rainy Season,2,3,1,1,50.96061268,High Risk
IN-13-04-2022-010,AngloGold Ashanti,Ahafo,4/13/2022,Night,Yes,1,Equipment,Medium,Process Plant,Environmental Conditions,Human Behaviour,41343,Crusher,95.2,Moderate Fracturing,Low,Clear,Maintenance,Operator,1081,15,2022,1,4,4,2,0,2,1,7.783737824,1,2,Intermediate,3,4,1.85,171,19,Minor Rainy Season,2,4,1,1,45.53250452,Medium Risk
IN-17-04-2022-010,Gold Fields,Damang,4/17/2022,Night,Yes,1,Electrical,Medium,Process Plant,Human Error,Environmental Condition,23581,Excavator,80,Moderate Fracturing,Low,Rain,Driving,Operator,312,42,2022,1,2,4,6,1,2,1,7.583735338,4,4,Intermediate,3,4,1.85,171,4,Minor Rainy Season,4,2,1,3,58.95173108,High Risk
IN-18-04-2022-010,Newmont,Tarkwa,4/18/2022,Night,No,0,Fire,Low,Process Plant,Design / Layout Deficiency,Training Deficiency,9765,Excavator,76.3,Stable,Moderate,Fog,Welding,Supervisor,680,25,2022,3,5,4,0,0,2,0,4.02927093,2,5,Intermediate,3,4,2.25,171,1,Minor Rainy Season,4,4,1,1,58.29068737,High Risk
IN-20-04-2022-010,Newmont,Ahafo,4/20/2022,Night,Yes,1,Vehicle,Critical Potential,Process Plant,Unsafe Driving,Training Deficiency,21260,Truck,66.5,Highly Fractured,Low,Rain,Welding,Welder,938,14,2022,2,5,4,2,0,2,3,15.27500839,4,3,Advanced,2,4,3.2,171,2,Minor Rainy Season,2,4,1,1,84.35805055,Critical Risk
IN-26-04-2022-010,Gold Fields,Damang,4/26/2022,Night,No,0,Electrical,Critical Potential,Process Plant,Inadequate Supervision,Equipment Failure,42952,Excavator,76.7,Stable,Low,Clear,Welding,Welder,1007,19,2022,1,5,4,1,0,2,3,4.523991426,1,2,Advanced,2,4,2.65,171,6,Minor Rainy Season,4,4,1,1,91.34661437,Critical Risk
IN-27-04-2022-010,Newmont,Ahafo,4/27/2022,Night,No,0,Fall of Ground,High Potential,Process Plant,Inadequate Supervision,Procedural Failure,9621,,72.4,Highly Fractured,Low,Rain,Lifting,Mechanic,536,25,2022,1,3,4,2,0,2,2,1.97956394,4,3,Basic,4,4,2.4,171,1,Minor Rainy Season,2,4,1,1,59.95411862,High Risk
IN-11-05-2022-010,Gold Fields,Tarkwa,5/11/2022,Night,No,0,Chemical,Critical Potential,Process Plant,Unsafe Driving,Training Deficiency,30553,Excavator,66.3,Stable,Low,High Dust,Equipment Operation,Operator,855,33,2022,4,4,5,2,0,2,3,0.084933709,,3,Intermediate,3,4,,171,14,Minor Rainy Season,4,4,1,3,92.1625951,Critical Risk
IN-15-06-2022-010,AngloGold Ashanti,Tarkwa,6/15/2022,Night,Yes,1,Fall of Ground,Low,Process Plant,Lack of Risk Assessment,Human Behaviour,31027,Truck,75.9,Moderate Fracturing,Low,Clear,Maintenance,Welder,544,12,2022,1,4,6,2,0,2,0,8.419760727,1,5,Advanced,2,4,1.45,171,35,Major Rainy Season,2,4,1,1,33.55237489,Medium Risk
IN-09-07-2022-010,Newmont,Ahafo,7/9/2022,Day,Yes,1,Fall of Ground,Medium,Process Plant,Lack of Risk Assessment,Environmental Condition,26435,Crusher,76.9,Highly Fractured,Low,Rain,Driving,Supervisor,336,5,2022,1,2,7,5,1,3,1,1.650476286,4,3,Basic,4,2,1.7,171,24,Major Rainy Season,2,1,1,3,30.54585902,Medium Risk
IN-11-07-2022-010,AngloGold Ashanti,Tarkwa,7/11/2022,Night,No,0,Electrical,Medium,Process Plant,Human Error,Training Deficiency,32281,Excavator,65.1,Stable,Low,Clear,Driving,Welder,931,13,2022,1,2,7,0,0,3,1,2.270182841,1,4,Intermediate,3,4,1.55,171,2,Major Rainy Season,4,2,1,1,40.38600169,Medium Risk
IN-02-08-2022-010,Newmont,Ahafo,8/2/2022,Day,Yes,1,Chemical,Medium,Process Plant,Unsafe Driving,Training Deficiency,31950,Truck,72.7,Stable,Low,Clear,Maintenance,Mechanic,882,35,2022,4,4,8,1,0,3,1,0.976316882,1,4,Intermediate,3,2,2.4,171,22,Major Rainy Season,2,3,1,1,32.7685819,Medium Risk
IN-04-08-2022-010,Gold Fields,Ahafo,8/4/2022,Day,Yes,1,Fall of Ground,Low,Process Plant,Unsafe Driving,Human Behaviour,28620,Crusher,65.1,Highly Fractured,Low,Clear,Welding,Operator,896,15,2022,1,5,8,3,0,3,0,1.362810601,1,2,Intermediate,3,2,1.45,171,2,Major Rainy Season,2,3,1,1,27.00035343,Low Risk
IN-14-08-2022-010,AngloGold Ashanti,Ahafo,8/14/2022,Night,Yes,1,Chemical,Medium,Process Plant,Lack of Risk Assessment,Human Behaviour,20960,,80.4,Stable,Moderate,Clear,Maintenance,Operator,327,30,2022,4,4,8,6,1,3,1,2.018878658,1,3,Intermediate,3,4,2.6,171,10,Major Rainy Season,2,4,1,1,45.53250452,Medium Risk
IN-16-08-2022-010,Newmont,Obuasi,8/16/2022,Night,No,0,Fall of Ground,Low,Process Plant,Unsafe Driving,Equipment Failure,20927,Excavator,75.8,Moderate Fracturing,High,Clear,Lifting,Supervisor,676,40,2022,1,3,8,1,0,3,0,6.284510112,1,2,Intermediate,3,4,1.35,171,2,Major Rainy Season,4,4,1,1,42.98242319,Medium Risk
IN-19-08-2022-010,Gold Fields,Damang,8/19/2022,Day,Yes,1,Fire,Medium,Process Plant,Unsafe Driving,Procedural Failure,9631,Excavator,79.1,Stable,Low,Clear,Welding,Mechanic,411,11,2022,3,5,8,4,0,3,1,3.936939548,1,4,Intermediate,3,2,2.3,171,3,Major Rainy Season,4,3,1,1,54.6224325,High Risk
IN-19-08-2022-010,Gold Fields,Damang,8/19/2022,Night,No,0,Fall of Ground,Critical Potential,Process Plant,Environmental Conditions,Human Behaviour,15891,Truck,86.3,Moderate Fracturing,Low,Clear,Equipment Operation,Operator,1101,13,2022,1,4,8,4,0,3,3,0.757254523,1,5,Basic,4,4,2.6,171,0,Major Rainy Season,2,4,1,1,69.49276377,High Risk
IN-05-09-2022-010,Gold Fields,Ahafo,9/5/2022,Day,Yes,1,Fall of Ground,Medium,Process Plant,Unsafe Driving,Environmental Condition,26271,Loader,66.9,Moderate Fracturing,High,Rain,Welding,Mechanic,996,3,2022,1,5,9,0,0,3,1,0.023819945,4,4,Intermediate,3,2,2.1,171,17,Transition Season,2,3,1,1,47.63386869,Medium Risk
IN-17-09-2022-010,AngloGold Ashanti,Damang,9/17/2022,Day,No,0,Equipment,Medium,Process Plant,Human Error,Training Deficiency,24810,Crusher,91.1,Moderate Fracturing,Moderate,Rain,Welding,Driver,760,18,2022,1,5,9,5,1,3,1,4.320765567,4,5,Intermediate,3,2,2.1,171,12,Transition Season,2,3,1,1,47.63386869,Medium Risk
IN-22-09-2022-010,AngloGold Ashanti,Damang,9/22/2022,Day,No,0,Chemical,Medium,Process Plant,Unsafe Driving,Equipment Failure,13433,Excavator,67.8,Stable,Low,Rain,Driving,Mechanic,217,37,2022,4,2,9,3,0,3,1,6.944918182,4,3,Intermediate,3,2,2.4,171,5,Transition Season,4,1,1,3,46.18780847,Medium Risk
IN-25-09-2022-010,Gold Fields,Ahafo,9/25/2022,Night,Yes,1,Equipment,Critical Potential,Process Plant,Human Error,Human Behaviour,21727,Truck,68,Stable,Moderate,Clear,Lifting,Driver,1035,25,2022,1,3,9,6,1,3,3,0.398666122,1,5,Basic,4,4,2.45,171,3,Transition Season,2,4,1,1,63.28086262,High Risk
IN-06-10-2022-010,Newmont,Tarkwa,10/6/2022,Night,Yes,1,Equipment,Low,Process Plant,Lack of Risk Assessment,Human Behaviour,22794,Loader,84.1,Stable,Low,Rain,Welding,Supervisor,254,4,2022,1,5,10,3,0,4,0,21.29159949,4,2,Intermediate,3,4,1.95,171,11,Transition Season,2,4,1,1,48.41766168,Medium Risk
IN-14-10-2022-010,AngloGold Ashanti,Tarkwa,10/14/2022,Day,Yes,1,Electrical,Low,Process Plant,Human Error,Procedural Failure,40897,Truck,71.2,Stable,High,Clear,Equipment Operation,Welder,505,20,2022,1,4,10,4,0,4,0,9.675874193,1,4,Intermediate,3,2,1.3,171,8,Transition Season,2,3,1,1,20.78845228,Low Risk
IN-17-10-2022-010,Gold Fields,Ahafo,10/17/2022,Day,No,0,Chemical,High Potential,Process Plant,Unsafe Driving,Equipment Failure,5835,Loader,95.8,Highly Fractured,Moderate,Clear,Equipment Operation,Mechanic,809,41,2022,4,4,10,0,0,4,2,14.86421546,1,4,Intermediate,3,2,2.75,171,3,Transition Season,2,3,1,1,44.74871153,Medium Risk
IN-17-10-2022-010,AngloGold Ashanti,Tarkwa,10/17/2022,Night,Yes,1,Fire,Medium,Process Plant,Unsafe Driving,Procedural Failure,18382,Loader,81.1,Highly Fractured,Low,High Dust,Lifting,Welder,685,32,2022,3,3,10,0,0,4,1,7.375116194,,4,Basic,4,4,,171,0,Transition Season,2,4,1,3,46.34848525,Medium Risk
IN-10-11-2022-010,AngloGold Ashanti,Ahafo,11/10/2022,Night,Yes,1,Fire,Medium,Process Plant,Environmental Conditions,Equipment Failure,33258,Truck,94.6,Stable,Moderate,Clear,Welding,Mechanic,925,23,2022,3,5,11,3,0,4,1,2.228573881,1,3,Intermediate,3,4,2.5,171,24,Transition Season,2,4,1,1,51.74440567,High Risk
IN-23-11-2022-010,AngloGold Ashanti,Ahafo,11/23/2022,Day,Yes,1,Vehicle,Low,Process Plant,Inadequate Supervision,Environmental Condition,19953,,88.5,Moderate Fracturing,Low,Extreme Heat,Maintenance,Operator,785,22,2022,2,4,11,2,0,4,0,0.476523205,4,3,Intermediate,3,2,1.85,171,13,Transition Season,2,3,1,3,39.35418167,Medium Risk
IN-18-12-2022-010,Newmont,Tarkwa,12/18/2022,Day,Yes,1,Equipment,Medium,Process Plant,Human Error,Human Behaviour,17061,Truck,76.3,Moderate Fracturing,Low,Clear,Equipment Operation,Supervisor,942,31,2022,1,4,12,6,1,4,1,1.926289368,1,3,Basic,4,2,1.7,171,25,Dry Season,2,3,1,1,32.7685819,Medium Risk
IN-18-12-2022-010,Gold Fields,Damang,12/18/2022,Day,No,0,Fire,Low,Process Plant,Environmental Conditions,Equipment Failure,17516,Excavator,73.9,Highly Fractured,Low,Clear,Welding,Operator,931,26,2022,3,5,12,6,1,4,0,0.380591047,1,2,Intermediate,3,2,1.95,171,0,Dry Season,4,3,1,1,42.64230288,Medium Risk
IN-26-12-2022-010,Newmont,Ahafo,12/26/2022,Day,No,0,Fall of Ground,Low,Process Plant,Human Error,Human Behaviour,20043,Truck,96.9,Stable,Low,Rain,Welding,Supervisor,1126,37,2022,1,5,12,0,0,4,0,2.838961335,4,4,Intermediate,3,2,1.75,171,8,Dry Season,2,3,1,1,35.65373906,Medium Risk
IN-03-01-2023-010,Gold Fields,Ahafo,1/3/2023,Night,Yes,1,Fall of Ground,High Potential,Process Plant,Poor Maintenance,Environmental Condition,25823,,68.5,Moderate Fracturing,Low,Clear,Driving,Mechanic,215,16,2023,1,2,1,1,0,1,2,2.583190187,1,3,Basic,4,4,1.95,171,8,Dry Season,2,2,1,1,36.72418187,Medium Risk
IN-18-01-2023-010,Gold Fields,Damang,1/18/2023,Night,No,0,Vehicle,Critical Potential,Process Plant,Inadequate Supervision,Training Deficiency,28831,Loader,69.2,Highly Fractured,Low,Clear,Equipment Operation,Operator,1177,12,2023,2,4,1,2,0,1,3,3.253187296,1,3,Intermediate,3,4,2.8,171,15,Dry Season,2,4,1,1,69.49276377,High Risk
IN-25-01-2023-010,AngloGold Ashanti,Obuasi,1/25/2023,Day,Yes,1,Vehicle,Medium,Process Plant,Design / Layout Deficiency,Training Deficiency,9700,Crusher,84.3,Stable,Low,Clear,Driving,Operator,272,13,2023,2,2,1,2,0,1,1,9.342259721,1,3,Intermediate,3,2,1.6,171,7,Dry Season,2,1,1,1,11.98012963,Low Risk
